VEHTYPE,ACCNUM
Other,1054475
Other,1054475
Other,1050426
"Automobile, Station Wagon",1050426
"Automobile, Station Wagon",1054496
Motorcycle,1054496
Other,1055263
Municipal Transit Bus (TTC),1055263
Other,1055263
Other,1050560
"Automobile, Station Wagon",1050560
Other,1050560
Other,1050562
Other,1050562
Other,1050562
Other,1050562
"Automobile, Station Wagon",1050562
Other,1050562
"Automobile, Station Wagon",1054754
Bicycle,1054754
Other,1051130
"Automobile, Station Wagon",1051130
Bicycle,1051130
Other,1055801
"Automobile, Station Wagon",1055801
Other,1055801
Other,1055801
"Automobile, Station Wagon",1051391
Other,1051391
Other,1051391
Other,1051391
Other,1055774
"Automobile, Station Wagon",1055774
Other,1055774
"Automobile, Station Wagon",1055774
Other,1055774
Other,1056289
Motorcycle,1056289
"Automobile, Station Wagon",1056289
Bicycle,1056442
Other,1056442
Other,1057170
"Automobile, Station Wagon",1057170
Other,1057170
Municipal Transit Bus (TTC),1040088
Other,1031488
Other,1059312
Motorcycle,1059312
"Automobile, Station Wagon",1040428
"Automobile, Station Wagon",1058854
Other,1016685
"Automobile, Station Wagon",1025521
"Automobile, Station Wagon",1058820
"Automobile, Station Wagon",1025897
Other,1031488
"Automobile, Station Wagon",1059312
Bicycle,1040428
"Automobile, Station Wagon",1016685
Other,1058820
Other,1025897
"Automobile, Station Wagon",1031488
"Automobile, Station Wagon",1059312
"Automobile, Station Wagon",1017679
Motorcycle,1042639
Other,1062115
Motorcycle,1032022
Other,1026057
Other,1052679
"Automobile, Station Wagon",1042639
"Automobile, Station Wagon",1062115
Other,1032022
Other,1017679
Other,1052679
Other,1026057
Other,1032022
Other,1062115
"Automobile, Station Wagon",1017926
Other,1047170
Other,1052679
"Automobile, Station Wagon",1026057
Other,1032022
Other,1062115
"Automobile, Station Wagon",1017926
Other,1017926
"Automobile, Station Wagon",1017926
"Automobile, Station Wagon",1016775
Other,1016775
"Automobile, Station Wagon",1020139
Other,1020139
Other,1018923
"Automobile, Station Wagon",1018923
Other,1018923
"Automobile, Station Wagon",1018923
Other,1017137
"Automobile, Station Wagon",1017137
Other,1017137
"Automobile, Station Wagon",1017137
Other,1025433
"Automobile, Station Wagon",1025433
Other,1025433
"Automobile, Station Wagon",1025433
Bicycle,1025421
Bicycle,1025421
"Automobile, Station Wagon",1022016
Other,1022016
"Automobile, Station Wagon",1017587
Other,1017587
"Automobile, Station Wagon",1019552
Other,1019552
"Automobile, Station Wagon",1020344
Other,1020344
"Automobile, Station Wagon",1025489
Other,1025489
"Automobile, Station Wagon",1017943
Other,1017943
"Automobile, Station Wagon",1017943
Other,1017943
"Automobile, Station Wagon",1021038
Other,1021038
Other,1018347
"Automobile, Station Wagon",1018347
"Automobile, Station Wagon",1018638
"Automobile, Station Wagon",1018638
Other,1021293
Other,1021293
"Automobile, Station Wagon",1021293
Other,1021293
"Automobile, Station Wagon",1021293
Other,1023204
Other,1023204
"Automobile, Station Wagon",1023204
"Automobile, Station Wagon",1023204
Other,1020755
"Automobile, Station Wagon",1020755
Other,1020755
Other,1020755
Other,1020755
"Automobile, Station Wagon",1020755
Other,1019180
Other,1019180
Other,1019180
"Automobile, Station Wagon",1019180
Other,1026352
"Automobile, Station Wagon",1026352
"Automobile, Station Wagon",1026352
Other,1026352
"Automobile, Station Wagon",1026352
"Automobile, Station Wagon",1020812
Other,1020812
"Automobile, Station Wagon",1020812
Other,1022763
"Automobile, Station Wagon",1022763
"Automobile, Station Wagon",1022763
Other,1019756
Other,1019756
"Automobile, Station Wagon",1019756
Other,1019756
"Automobile, Station Wagon",1024139
Other,1024139
"Automobile, Station Wagon",1024249
"Automobile, Station Wagon",1024249
"Automobile, Station Wagon",1024249
"Automobile, Station Wagon",1024408
Other,1024408
Other,1021860
"Automobile, Station Wagon",1021860
"Automobile, Station Wagon",1021860
Other,1021860
Other,1021860
Other,1021860
Other,1052679
"Automobile, Station Wagon",1026057
"Automobile, Station Wagon",1055967
"Automobile, Station Wagon",1055967
"Automobile, Station Wagon",1047170
"Automobile, Station Wagon",1026032
"Automobile, Station Wagon",1032022
Other,1052679
Other,1055967
"Automobile, Station Wagon",1047170
Other,1026032
"Automobile, Station Wagon",1032200
"Automobile, Station Wagon",1052679
"Automobile, Station Wagon",1059152
Other,1040891
"Automobile, Station Wagon",1026032
Other,1023187
"Automobile, Station Wagon",1023187
Other,1023187
Other,1023187
Other,1023187
"Automobile, Station Wagon",1023187
Other,1024000
"Automobile, Station Wagon",1024000
Other,1024000
Other,1026199
"Automobile, Station Wagon",1026199
Other,1026199
"Automobile, Station Wagon",1026360
Other,1026360
"Automobile, Station Wagon",1027277
"Automobile, Station Wagon",1027277
"Automobile, Station Wagon",1024196
Other,1024196
"Automobile, Station Wagon",1027306
"Automobile, Station Wagon",1027306
"Automobile, Station Wagon",1027306
"Automobile, Station Wagon",1027279
Other,1027279
Truck - Open,1024623
Other,1024623
"Automobile, Station Wagon",1024623
"Automobile, Station Wagon",1027349
Other,1027349
Other,1028580
"Automobile, Station Wagon",1028580
Other,1028580
"Automobile, Station Wagon",1028580
"Automobile, Station Wagon",1025610
"Automobile, Station Wagon",1031031
Other,1031031
"Automobile, Station Wagon",1026562
"Automobile, Station Wagon",1026562
Other,1026843
"Automobile, Station Wagon",1026843
"Automobile, Station Wagon",1026843
"Automobile, Station Wagon",1026958
"Automobile, Station Wagon",1026958
Other,1026920
"Automobile, Station Wagon",1026920
"Automobile, Station Wagon",1027159
"Automobile, Station Wagon",1027159
"Automobile, Station Wagon",1030609
Other,1030609
Municipal Transit Bus (TTC),1030609
"Automobile, Station Wagon",1027162
"Automobile, Station Wagon",1027162
Other,1027162
"Automobile, Station Wagon",1027162
"Automobile, Station Wagon",1031555
"Automobile, Station Wagon",1031555
"Automobile, Station Wagon",1029708
"Automobile, Station Wagon",1029708
Other,1029708
Other,1031943
"Automobile, Station Wagon",1031943
Other,1031943
"Automobile, Station Wagon",1031943
Other,1031943
"Automobile, Station Wagon",1029779
"Automobile, Station Wagon",1029779
Other,1028235
"Automobile, Station Wagon",1028235
Other,1028235
"Automobile, Station Wagon",1030716
Other,1030716
"Automobile, Station Wagon",1029220
Bicycle,1029220
"Automobile, Station Wagon",1029413
"Automobile, Station Wagon",1029413
"Automobile, Station Wagon",1032504
Other,1032504
"Automobile, Station Wagon",1032504
Other,1032504
"Automobile, Station Wagon",1032504
"Automobile, Station Wagon",1032504
Other,1035278
"Automobile, Station Wagon",1035278
Other,1035278
Other,1030828
"Automobile, Station Wagon",1030828
"Automobile, Station Wagon",1052382
Other,1052382
"Automobile, Station Wagon",1040891
"Automobile, Station Wagon",1059152
Other,1032200
Other,1040891
Other,1059416
Other,1032373
"Automobile, Station Wagon",1040898
"Automobile, Station Wagon",1059416
Other,1032373
Other,1052382
Other,1040898
Other,1059416
Other,1032373
"Automobile, Station Wagon",1032373
Other,1032373
"Automobile, Station Wagon",1032559
Other,1032559
"Automobile, Station Wagon",1036453
Other,1036453
"Automobile, Station Wagon",1032843
"Automobile, Station Wagon",1032843
Other,1034287
Other,1034287
"Automobile, Station Wagon",1034287
"Automobile, Station Wagon",1034287
Other,1033099
"Automobile, Station Wagon",1033099
Other,1033099
"Automobile, Station Wagon",1033099
Other,1033112
Other,1033112
Taxi,1033112
Other,1033112
"Automobile, Station Wagon",1034749
Other,1034749
Other,1034749
"Automobile, Station Wagon",1034749
"Automobile, Station Wagon",1034751
Other,1034751
"Automobile, Station Wagon",1034751
"Automobile, Station Wagon",1033146
Other,1033146
Other,1033337
Truck - Open,1033337
Other,1033337
Other,1034552
Other,1034552
Other,1034552
"Automobile, Station Wagon",1034552
Other,1034552
Other,1034552
Other,1034552
"Automobile, Station Wagon",1034552
"Automobile, Station Wagon",1037550
Other,1037550
"Automobile, Station Wagon",1033770
"Automobile, Station Wagon",1033770
Other,1036361
"Automobile, Station Wagon",1036361
Other,1036361
"Automobile, Station Wagon",1036484
Other,1036484
Motorcycle,1037585
"Automobile, Station Wagon",1037585
"Automobile, Station Wagon",1036978
Bicycle,1036978
"Automobile, Station Wagon",1036983
"Automobile, Station Wagon",1036983
"Automobile, Station Wagon",1036983
Motorcycle,1034570
Motorcycle,1034570
"Automobile, Station Wagon",1034570
"Automobile, Station Wagon",1034841
"Automobile, Station Wagon",1034841
Motorcycle,1037827
"Automobile, Station Wagon",1037827
Motorcycle,1039417
Other,1039417
"Automobile, Station Wagon",1039417
"Automobile, Station Wagon",1037905
"Automobile, Station Wagon",1037905
Other,1037905
"Automobile, Station Wagon",1037905
"Automobile, Station Wagon",1035403
Other,1035403
"Automobile, Station Wagon",1035403
Other,1035403
"Automobile, Station Wagon",1038453
Other,1038453
"Automobile, Station Wagon",1038453
Other,1037840
"Automobile, Station Wagon",1037840
Bicycle,1037840
Other,1035405
Other,1040898
"Automobile, Station Wagon",1059416
Other,1044158
Other,1056407
"Automobile, Station Wagon",1056407
Other,1044158
"Automobile, Station Wagon",1056886
"Automobile, Station Wagon",1056886
Police Vehicle,1056886
Other,1058925
"Automobile, Station Wagon",1058925
Other,1058925
"Automobile, Station Wagon",1059047
Other,1059047
"Automobile, Station Wagon",1056625
Other,1056625
Truck - Open,1052382
Other,1057099
"Automobile, Station Wagon",1057099
Other,1057099
Other,1060729
"Automobile, Station Wagon",1060729
Other,1060729
"Automobile, Station Wagon",1057151
Other,1057151
"Automobile, Station Wagon",1057892
Bicycle,1057892
"Automobile, Station Wagon",1060768
Bicycle,1060768
"Automobile, Station Wagon",1057921
"Automobile, Station Wagon",1067813
Other,1067813
Bicycle,1062512
"Automobile, Station Wagon",1058658
"Automobile, Station Wagon",1058659
"Automobile, Station Wagon",1064077
Other,1064077
"Automobile, Station Wagon",1058993
"Automobile, Station Wagon",1058981
Other,1063278
Municipal Transit Bus (TTC),1063278
Other,1063278
Other,1059399
Truck - Open,1059399
Other,1059399
"Automobile, Station Wagon",1059399
"Automobile, Station Wagon",1062269
Bicycle,1062269
"Automobile, Station Wagon",1064337
Other,1064337
"Automobile, Station Wagon",1062586
"Automobile, Station Wagon",1062586
"Automobile, Station Wagon",1065436
"Automobile, Station Wagon",1065436
"Automobile, Station Wagon",1065481
Other,1065481
Other,1060516
Truck - Open,1060516
Other,1060516
"Automobile, Station Wagon",1060516
"Automobile, Station Wagon",1063638
Other,1063638
"Automobile, Station Wagon",1064117
Other,1064117
Motorcycle,1061106
Other,1061106
"Automobile, Station Wagon",1061106
"Automobile, Station Wagon",1064139
Other,1064139
"Automobile, Station Wagon",1064139
Other,1064434
Other,1064434
"Automobile, Station Wagon",1064434
Other,1064434
"Automobile, Station Wagon",1063404
Other,1063404
"Automobile, Station Wagon",1061341
Other,1064784
Motorcycle,1064784
Other,1061541
"Automobile, Station Wagon",1044158
Other,1052382
"Automobile, Station Wagon",1053153
"Automobile, Station Wagon",1044158
Other,1053153
Other,1044158
Other,1053153
Other,1044158
"Automobile, Station Wagon",1053153
Other,1044477
Other,1053153
Motorcycle,1053906
"Automobile, Station Wagon",1053906
"Automobile, Station Wagon",1062414
"Automobile, Station Wagon",1062414
"Automobile, Station Wagon",1053515
"Automobile, Station Wagon",1053515
Other,1053515
Other,1053428
Other,1053428
Other,1053428
Other,1053428
"Automobile, Station Wagon",1053428
Other,1053428
"Automobile, Station Wagon",1057611
"Automobile, Station Wagon",1057611
"Automobile, Station Wagon",1057611
Other,1057611
"Automobile, Station Wagon",1057611
"Automobile, Station Wagon",1057611
"Automobile, Station Wagon",1057611
"Automobile, Station Wagon",1057611
"Automobile, Station Wagon",1053672
Other,1053672
"Automobile, Station Wagon",1053634
"Automobile, Station Wagon",1057794
"Automobile, Station Wagon",1057794
Truck - Open,1057950
Other,1057950
"Automobile, Station Wagon",1058226
"Automobile, Station Wagon",1058226
"Automobile, Station Wagon",1058226
"Automobile, Station Wagon",1057990
Other,1057990
Truck - Open,1057990
"Automobile, Station Wagon",1057990
"Automobile, Station Wagon",1057990
"Automobile, Station Wagon",1057990
Other,1058363
Other,1058363
Other,1058363
Other,1058363
"Automobile, Station Wagon",1058363
Other,1058134
"Automobile, Station Wagon",1058134
"Automobile, Station Wagon",1060815
Bicycle,1060815
Other,1054857
"Automobile, Station Wagon",1054857
"Automobile, Station Wagon",1064349
Other,1064349
Other,1064349
"Automobile, Station Wagon",1064349
"Automobile, Station Wagon",1058466
Bicycle,1058466
Other,1055195
"Automobile, Station Wagon",1055195
Other,1055195
Motorcycle,1058686
"Automobile, Station Wagon",1058686
Motorcycle,1058699
Other,1058699
Other,1058507
Truck - Open,1058507
"Automobile, Station Wagon",1058507
"Automobile, Station Wagon",1055418
Other,1055418
"Automobile, Station Wagon",1059535
Bicycle,1059535
Truck - Open,1058523
Other,1058523
"Automobile, Station Wagon",1058523
Other,1058736
"Automobile, Station Wagon",1058736
Other,1058736
"Automobile, Station Wagon",1058736
Other,1044477
"Automobile, Station Wagon",1041105
"Automobile, Station Wagon",1041105
Other,1044584
"Automobile, Station Wagon",1044584
"Automobile, Station Wagon",1044659
Other,1044659
"Automobile, Station Wagon",1044659
Other,1044659
"Automobile, Station Wagon",1044659
"Automobile, Station Wagon",1044659
Other,1044659
Other,1041453
"Automobile, Station Wagon",1041453
"Automobile, Station Wagon",1044675
Other,1044675
Other,1044781
"Automobile, Station Wagon",1044781
"Automobile, Station Wagon",1044781
"Automobile, Station Wagon",1044781
"Automobile, Station Wagon",1041588
"Automobile, Station Wagon",1041588
Motorcycle,1045598
Other,1045598
"Automobile, Station Wagon",1045598
Motorcycle,1041888
"Automobile, Station Wagon",1041888
"Automobile, Station Wagon",1041888
Other,1042071
"Automobile, Station Wagon",1042071
"Automobile, Station Wagon",1042071
Other,1042071
Other,1042071
Other,1042071
"Automobile, Station Wagon",1042071
Other,1042297
Other,1042297
Other,1042297
Other,1042297
Other,1042297
"Automobile, Station Wagon",1042297
"Automobile, Station Wagon",1042100
"Automobile, Station Wagon",1042295
Other,1042295
"Automobile, Station Wagon",1042295
Other,1046342
Other,1046342
Other,1046342
Other,1046342
Other,1046342
Other,1046342
Municipal Transit Bus (TTC),1046342
Other,1046342
Municipal Transit Bus (TTC),1046342
Other,1043273
"Automobile, Station Wagon",1043273
Other,1043273
"Automobile, Station Wagon",1049415
Bicycle,1049415
"Automobile, Station Wagon",1046604
Other,1046604
"Automobile, Station Wagon",1046603
Bicycle,1046603
Motorcycle,1046692
Other,1043009
"Automobile, Station Wagon",1043009
Other,1043009
"Automobile, Station Wagon",1043009
Other,1043009
"Automobile, Station Wagon",1043009
Other,1047995
Taxi,1047995
Bicycle,1047995
"Automobile, Station Wagon",1043011
Other,1043011
"Automobile, Station Wagon",1085413
"Automobile, Station Wagon",1085413
"Automobile, Station Wagon",1078881
"Automobile, Station Wagon",1078881
"Automobile, Station Wagon",1078999
"Automobile, Station Wagon",1078999
"Automobile, Station Wagon",1078999
Other,1086335
"Automobile, Station Wagon",1086335
"Automobile, Station Wagon",1086335
"Automobile, Station Wagon",1079383
Other,1079383
Other,1079383
Other,1079383
Other,1079383
Other,1079383
"Automobile, Station Wagon",1086605
"Automobile, Station Wagon",1086605
"Automobile, Station Wagon",1086605
"Automobile, Station Wagon",1079671
Other,1079671
Other,1079931
Municipal Transit Bus (TTC),1079931
Other,1079931
Other,1080314
"Automobile, Station Wagon",1080314
"Automobile, Station Wagon",1080314
Other,1080448
"Automobile, Station Wagon",1080448
Other,1080448
Other,1080448
"Automobile, Station Wagon",1087632
Other,1087632
Other,1080485
"Automobile, Station Wagon",1080485
"Automobile, Station Wagon",1080485
"Automobile, Station Wagon",1088236
Other,1088236
"Automobile, Station Wagon",1088236
"Automobile, Station Wagon",1088222
Other,1088222
"Automobile, Station Wagon",1089553
Other,1089553
"Automobile, Station Wagon",1081545
"Automobile, Station Wagon",1088275
Other,1088275
Other,1081583
"Automobile, Station Wagon",1081583
Other,1081583
Other,1090872
Municipal Transit Bus (TTC),1090872
"Automobile, Station Wagon",1090872
Other,1094623
"Automobile, Station Wagon",1094623
"Automobile, Station Wagon",1094623
Other,1090599
Other,1090599
Truck - Open,1090599
"Automobile, Station Wagon",1090599
Other,1083196
Taxi,1083196
"Automobile, Station Wagon",1083196
"Automobile, Station Wagon",1083896
Other,1083896
"Automobile, Station Wagon",1094875
"Automobile, Station Wagon",1094875
Other,1092716
Other,1092716
"Automobile, Station Wagon",1092716
"Automobile, Station Wagon",1092716
"Automobile, Station Wagon",1084902
"Automobile, Station Wagon",1084902
"Automobile, Station Wagon",1092227
Other,1092227
"Automobile, Station Wagon",1092227
"Automobile, Station Wagon",1092784
Other,1092784
Other,1092795
"Automobile, Station Wagon",1092795
Other,1092795
"Automobile, Station Wagon",1092795
Other,1092795
Other,1092795
Other,1092795
"Automobile, Station Wagon",1092795
"Automobile, Station Wagon",1085958
Other,1085958
Other,1085959
Truck - Open,1085959
Other,1085959
Other,1092879
"Automobile, Station Wagon",1092879
"Automobile, Station Wagon",1066713
Other,1092879
"Automobile, Station Wagon",1093260
Bicycle,1093260
"Automobile, Station Wagon",1087565
Other,1087565
Other,1093891
Other,1114459
Municipal Transit Bus (TTC),1094026
Other,1114984
Other,1093891
"Automobile, Station Wagon",1093852
"Automobile, Station Wagon",1123907
"Automobile, Station Wagon",1110609
Other,1093852
Municipal Transit Bus (TTC),1093852
"Automobile, Station Wagon",1114984
"Automobile, Station Wagon",1110667
Other,1097174
Other,1088989
Other,1100239
Other,1066713
Bicycle,1110667
Other,1109297
"Automobile, Station Wagon",1071735
"Automobile, Station Wagon",1088989
Other,1111585
"Automobile, Station Wagon",1109297
Municipal Transit Bus (TTC),1097174
"Automobile, Station Wagon",1094001
"Automobile, Station Wagon",1123907
Other,1111585
"Automobile, Station Wagon",1114459
"Automobile, Station Wagon",1071735
Other,1100239
Other,1109820
Other,1068403
"Automobile, Station Wagon",1068403
Other,1068403
Other,1068403
Other,1068403
"Automobile, Station Wagon",1068403
Other,1067165
Other,1067165
"Automobile, Station Wagon",1067165
Other,1067165
"Automobile, Station Wagon",1067165
Other,1067165
"Automobile, Station Wagon",1067167
"Automobile, Station Wagon",1075399
Other,1067167
"Automobile, Station Wagon",1067364
"Automobile, Station Wagon",1067364
Other,1067454
"Automobile, Station Wagon",1067454
Other,1067454
Other,1067454
"Automobile, Station Wagon",1067680
Other,1067680
Other,1071740
Other,1071740
Other,1071740
Other,1071740
"Automobile, Station Wagon",1071740
Other,1071740
Other,1071740
Other,1072032
Other,1072032
Other,1072032
"Automobile, Station Wagon",1072032
"Automobile, Station Wagon",1072032
Other,1072049
"Automobile, Station Wagon",1072049
"Automobile, Station Wagon",1072049
Other,1067883
Other,1067883
"Automobile, Station Wagon",1067883
"Automobile, Station Wagon",1072989
Other,1072989
"Automobile, Station Wagon",1073092
Other,1073092
"Automobile, Station Wagon",1073297
"Automobile, Station Wagon",1073297
Other,1073449
"Automobile, Station Wagon",1073449
"Automobile, Station Wagon",1073449
Other,1073493
"Automobile, Station Wagon",1073493
"Automobile, Station Wagon",1073990
Other,1073990
"Automobile, Station Wagon",1073992
Other,1073992
"Automobile, Station Wagon",1073992
"Automobile, Station Wagon",1073992
Other,1069315
Other,1069315
Municipal Transit Bus (TTC),1069315
Other,1073663
Municipal Transit Bus (TTC),1073663
Other,1073663
"Automobile, Station Wagon",1069560
Other,1069560
Other,1069560
"Automobile, Station Wagon",1073722
Other,1073722
Other,1074072
"Automobile, Station Wagon",1074072
Other,1074072
Other,1069861
"Automobile, Station Wagon",1069861
Bicycle,1069861
Other,1075169
"Automobile, Station Wagon",1075169
"Automobile, Station Wagon",1075169
Other,1075169
"Automobile, Station Wagon",1075169
Other,1070099
"Automobile, Station Wagon",1070403
"Automobile, Station Wagon",1070403
"Automobile, Station Wagon",1070403
Other,1070690
"Automobile, Station Wagon",1070690
"Automobile, Station Wagon",1075796
Other,1075796
Other,1074830
"Automobile, Station Wagon",1074830
Other,1074830
Other,1074830
"Automobile, Station Wagon",1071508
Other,1071508
Other,1075399
"Automobile, Station Wagon",1075399
Other,1075399
Truck - Open,1109820
Other,1123907
Other,1111585
Motorcycle,1114459
"Automobile, Station Wagon",1094123
Other,1094001
"Automobile, Station Wagon",1075854
Other,1109820
Other,1075854
"Automobile, Station Wagon",1111004
Other,1111004
"Automobile, Station Wagon",1110013
"Automobile, Station Wagon",1110013
Other,1115921
"Automobile, Station Wagon",1115921
Other,1115921
"Automobile, Station Wagon",1115922
Other,1115922
"Automobile, Station Wagon",1115922
Other,1110181
"Automobile, Station Wagon",1089504
"Automobile, Station Wagon",1121120
"Automobile, Station Wagon",1111585
Other,1094123
Other,1118576
"Automobile, Station Wagon",1110181
Bicycle,1110181
Other,1115973
"Automobile, Station Wagon",1115973
Other,1115973
"Automobile, Station Wagon",1116001
Other,1116001
"Automobile, Station Wagon",1110376
Bicycle,1110376
"Automobile, Station Wagon",1116367
Bicycle,1116367
Motorcycle,1107460
"Automobile, Station Wagon",1107460
Other,1110532
"Automobile, Station Wagon",1110532
Other,1110532
"Automobile, Station Wagon",1116599
Other,1116599
Other,1116589
Motorcycle,1116589
Other,1116589
"Automobile, Station Wagon",1116589
"Automobile, Station Wagon",1110560
"Automobile, Station Wagon",1110560
"Automobile, Station Wagon",1110560
"Automobile, Station Wagon",1110560
Other,1110725
Truck - Open,1110725
Other,1110725
Other,1116707
Bicycle,1116707
Motorcycle,1110977
"Automobile, Station Wagon",1110977
"Automobile, Station Wagon",1110977
"Automobile, Station Wagon",1117245
Other,1117245
"Automobile, Station Wagon",1118330
Other,1118330
Other,1111668
"Automobile, Station Wagon",1111668
Other,1111668
Motorcycle,1118326
Other,1118326
"Automobile, Station Wagon",1118326
Other,1118389
Other,1118389
"Automobile, Station Wagon",1118389
"Automobile, Station Wagon",1118389
Other,1111945
Municipal Transit Bus (TTC),1111945
Other,1111945
Other,1119631
"Automobile, Station Wagon",1119631
Other,1119631
"Automobile, Station Wagon",1119631
Other,1119631
Other,1119631
"Automobile, Station Wagon",1113871
Other,1113871
Other,1112683
Other,1112683
Other,1112683
"Automobile, Station Wagon",1112683
"Automobile, Station Wagon",1120071
Motorcycle,1120071
"Automobile, Station Wagon",1119932
Bicycle,1119932
Other,1113557
"Automobile, Station Wagon",1113557
Other,1113557
"Automobile, Station Wagon",1120288
Other,1120288
"Automobile, Station Wagon",1120462
"Automobile, Station Wagon",1117940
Other,1117940
"Automobile, Station Wagon",1120474
Other,1120474
"Automobile, Station Wagon",1113959
Bicycle,1113959
Other,1120536
"Automobile, Station Wagon",1120536
Bicycle,1120536
Municipal Transit Bus (TTC),1100239
"Automobile, Station Wagon",1075851
Other,1100641
"Automobile, Station Wagon",1111585
Other,1075851
"Automobile, Station Wagon",1100641
Bicycle,1121120
Other,1089504
"Automobile, Station Wagon",1118576
Other,1097622
Other,1121287
"Automobile, Station Wagon",1121287
Bicycle,1121287
Other,1114902
Other,1114902
"Automobile, Station Wagon",1114902
Other,1114902
Other,1121596
"Automobile, Station Wagon",1121596
Other,1121596
Motorcycle,1121596
Other,1121597
"Automobile, Station Wagon",1121597
Other,1121597
Other,1121597
"Automobile, Station Wagon",1121597
Other,1121597
Other,1121597
"Automobile, Station Wagon",1121495
Bicycle,1121495
"Automobile, Station Wagon",1115566
Other,1115566
"Automobile, Station Wagon",1121910
Other,1121910
"Automobile, Station Wagon",1122296
Other,1122296
Other,1116082
"Automobile, Station Wagon",1116082
Other,1116081
Other,1116081
Other,1116081
Other,1116081
"Automobile, Station Wagon",1116081
Other,1122274
"Automobile, Station Wagon",1122274
Other,1122274
"Automobile, Station Wagon",1122274
Other,1119725
"Automobile, Station Wagon",1119725
Other,1119725
Other,1119725
Other,1117988
"Automobile, Station Wagon",1117988
Other,1117988
"Automobile, Station Wagon",1122468
Bicycle,1122468
Other,1122576
"Automobile, Station Wagon",1122576
Other,1122576
"Automobile, Station Wagon",1122576
Other,1122545
"Automobile, Station Wagon",1122545
Other,1122545
Other,1122728
"Automobile, Station Wagon",1122728
"Automobile, Station Wagon",1122728
"Automobile, Station Wagon",1122739
"Automobile, Station Wagon",1122775
Other,1122775
"Automobile, Station Wagon",1122738
Other,1122738
Other,1116959
"Automobile, Station Wagon",1116959
Other,1117084
"Automobile, Station Wagon",1117084
"Automobile, Station Wagon",1117084
Other,1120053
Other,1120053
"Automobile, Station Wagon",1120053
"Automobile, Station Wagon",1120053
Other,1144058
"Automobile, Station Wagon",1144058
Other,1144058
Other,1144058
"Automobile, Station Wagon",1129232
Other,1129232
"Automobile, Station Wagon",1122772
Other,1122772
Other,1117715
Bicycle,1117715
Other,1117854
"Automobile, Station Wagon",1117854
"Automobile, Station Wagon",1123411
Other,1123411
Other,1117851
"Automobile, Station Wagon",1117851
Bicycle,1117851
Bicycle,1118031
Other,1124459
"Automobile, Station Wagon",1124459
Bicycle,1124459
Other,1123824
"Automobile, Station Wagon",1123824
Other,1123824
Other,1123907
Other,1100641
Other,1111585
"Automobile, Station Wagon",1118576
"Automobile, Station Wagon",1075972
"Automobile, Station Wagon",1104694
"Automobile, Station Wagon",1111585
Truck - Open,1097622
"Automobile, Station Wagon",1097622
Other,1089526
"Automobile, Station Wagon",1118840
Other,1075972
"Automobile, Station Wagon",1104694
Other,1094299
"Automobile, Station Wagon",1089526
"Automobile, Station Wagon",1111585
Other,1118840
Municipal Transit Bus (TTC),1075972
Other,1076123
"Automobile, Station Wagon",1076123
"Automobile, Station Wagon",1076080
Bicycle,1076080
Other,1072541
"Automobile, Station Wagon",1072541
"Automobile, Station Wagon",1072541
Other,1072541
"Automobile, Station Wagon",1072542
Other,1072542
"Automobile, Station Wagon",1076502
Other,1076502
"Automobile, Station Wagon",1083356
"Automobile, Station Wagon",1083356
"Automobile, Station Wagon",1083356
"Automobile, Station Wagon",1072743
Other,1072743
"Automobile, Station Wagon",1075887
Bicycle,1075887
Motorcycle,1078711
"Automobile, Station Wagon",1078711
Other,1073546
"Automobile, Station Wagon",1073546
Other,1079532
Truck - Open,1079532
Other,1079532
Other,1079532
Other,1079815
"Automobile, Station Wagon",1079815
Other,1079815
Other,1074035
Truck - Open,1074035
Other,1074035
Other,1074035
"Automobile, Station Wagon",1079597
Other,1079597
Other,1074266
"Automobile, Station Wagon",1074266
Other,1074266
"Automobile, Station Wagon",1074265
Other,1074265
"Automobile, Station Wagon",1074265
Other,1074265
"Automobile, Station Wagon",1080111
Other,1080111
Other,1080111
"Automobile, Station Wagon",1080111
Other,1074689
Other,1074689
Other,1074689
"Automobile, Station Wagon",1074689
Other,1080622
"Automobile, Station Wagon",1080622
Other,1080622
"Automobile, Station Wagon",1081003
Other,1081003
"Automobile, Station Wagon",1081003
Other,1081341
"Automobile, Station Wagon",1081341
Other,1081341
"Automobile, Station Wagon",1075633
Other,1075633
"Automobile, Station Wagon",1075633
"Automobile, Station Wagon",1082425
Other,1082425
"Automobile, Station Wagon",1081813
Other,1081813
"Automobile, Station Wagon",1083156
Other,1083156
Other,1083673
Municipal Transit Bus (TTC),1083673
Other,1083673
"Automobile, Station Wagon",1077611
Other,1077611
"Automobile, Station Wagon",1084533
"Automobile, Station Wagon",1084533
Other,1084803
"Automobile, Station Wagon",1084803
Other,1084803
Other,1078367
"Automobile, Station Wagon",1078367
Other,1078367
"Automobile, Station Wagon",1078367
Other,1078367
Other,1078367
Other,1078367
"Automobile, Station Wagon",1078367
Other,1078367
"Automobile, Station Wagon",1078551
Other,1078551
Other,1078876
"Automobile, Station Wagon",1078876
"Automobile, Station Wagon",1100910
Other,1124647
Municipal Transit Bus (TTC),1094299
Motorcycle,1111784
Other,1100910
"Automobile, Station Wagon",1101072
"Automobile, Station Wagon",1101072
Other,1101072
"Automobile, Station Wagon",1103447
"Automobile, Station Wagon",1103447
Other,1101613
Other,1101613
"Automobile, Station Wagon",1101613
